Date,Weekday,Month,Season,Holiday,Temperature,Humidity,Windy,Outlook,Crowdedness,Play_A,PlayTimeHour_A,Play_B,PlayTimeHour_B,Play_C,PlayTimeHour_C,Play_D,PlayTimeHour_D,Play_E,PlayTimeHour_E,Play_F,PlayTimeHour_F,Play_G,PlayTimeHour_G
2021-06-24,3,Jun,Summer,0,20.6,70.0,1,overcast,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-06-25,4,Jun,Summer,0,18.9,78.0,0,rainy,0.6,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-06-26,5,Jun,Summer,0,18.5,49.0,1,sunny,0.82,1,3.6,1,3.4,1,4.6,1,3.5,1,3.2,1,3.1,0,0.0
2021-06-27,6,Jun,Summer,0,18.9,51.0,1,sunny,0.87,1,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-06-28,0,Jun,Summer,0,18.1,76.0,0,sunny,0.58,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0
2021-06-29,1,Jun,Summer,0,17.6,73.0,0,rainy,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-06-30,2,Jun,Summer,0,17.8,75.0,0,sunny,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-01,3,Jul,Summer,0,19.0,77.0,0,overcast,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-02,4,Jul,Summer,0,21.6,67.0,0,overcast,0.7,0,0.0,1,3.2,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-03,5,Jul,Summer,0,23.4,87.0,1,overcast,0.51,0,0.0,0,0.0,0,0.0,1,3.4,0,0.0,0,0.0,1,3.3
2021-07-04,6,Jul,Summer,0,24.1,92.0,0,rainy,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5
2021-07-05,0,Jul,Summer,0,24.1,88.0,1,rainy,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1
2021-07-06,1,Jul,Summer,0,23.8,76.0,0,rainy,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-07,2,Jul,Summer,0,22.1,64.0,1,rainy,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-08,3,Jul,Summer,0,21.4,83.0,0,rainy,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-09,4,Jul,Summer,0,20.0,71.0,0,overcast,0.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-10,5,Jul,Summer,0,19.4,69.0,0,sunny,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-11,6,Jul,Summer,0,20.4,84.0,1,sunny,0.6,0,0.0,0,0.0,0,0.0,1,3.2,1,2.9,0,0.0,1,3.5
2021-07-12,0,Jul,Summer,0,21.5,68.0,1,overcast,0.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-13,1,Jul,Summer,0,24.2,80.0,0,sunny,0.47,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,1,3.3
2021-07-14,2,Jul,Summer,0,26.0,68.0,1,rainy,0.56,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-15,3,Jul,Summer,0,25.6,94.0,0,rainy,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5
2021-07-16,4,Jul,Summer,0,25.3,83.0,0,overcast,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-17,5,Jul,Summer,0,23.7,50.0,0,sunny,0.88,1,3.8,0,0.0,1,4.9,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-18,6,Jul,Summer,0,22.3,68.0,0,overcast,0.8,0,0.0,1,3.3,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-19,0,Jul,Summer,0,21.3,80.0,0,sunny,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-20,1,Jul,Summer,1,20.7,78.0,0,rainy,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-21,2,Jul,Summer,0,21.4,85.0,1,sunny,0.42,0,0.0,0,0.0,0,0.0,0,0.0,1,3.4,0,0.0,1,3.5
2021-07-22,3,Jul,Summer,0,21.9,92.0,0,rainy,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3
2021-07-23,4,Jul,Summer,0,23.2,67.0,1,rainy,0.7,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-24,5,Jul,Summer,0,23.8,71.0,1,overcast,0.69,0,0.0,1,3.1,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2021-07-25,6,Jul,Summer,0,24.6,93.0,1,rainy,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.6
2021-07-26,0,Jul,Summer,0,24.5,73.0,0,overcast,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-27,1,Jul,Summer,0,24.0,74.0,1,rainy,0.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-07-28,2,Jul,Summer,0,22.9,98.0,0,rainy,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5
2021-07-29,3,Jul,Summer,0,23.1,87.0,1,overcast,0.51,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0,1,3.2
2021-07-30,4,Jul,Summer,0,24.4,67.0,0,sunny,0.83,1,3.3,1,3.2,1,4.7,0,0.0,1,3.6,0,0.0,0,0.0
2021-07-31,5,Jul,Summer,0,25.5,69.0,0,rainy,0.83,0,0.0,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-01,6,Aug,Summer,0,27.1,75.0,0,sunny,0.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3
2021-08-02,0,Aug,Summer,0,26.4,78.0,1,rainy,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-03,1,Aug,Summer,0,26.1,89.0,0,sunny,0.36,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,1,3.7
2021-08-04,2,Aug,Summer,0,25.1,90.0,0,rainy,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.4
2021-08-05,3,Aug,Summer,0,24.4,80.0,0,overcast,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-06,4,Aug,Summer,0,24.0,69.0,1,overcast,0.69,0,0.0,1,3.2,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2021-08-07,5,Aug,Summer,0,23.3,73.0,1,sunny,0.75,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2021-08-08,6,Aug,Summer,0,23.5,86.0,1,overcast,0.48,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0,1,3.2
2021-08-09,0,Aug,Summer,0,23.9,68.0,1,sunny,0.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-10,1,Aug,Summer,0,23.6,72.0,1,rainy,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-11,2,Aug,Summer,1,21.7,91.0,1,rainy,0.4,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,1,3.1
2021-08-12,3,Aug,Summer,0,20.8,80.0,0,rainy,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-13,4,Aug,Summer,0,20.8,92.0,0,rainy,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3
2021-08-14,5,Aug,Summer,0,22.5,99.0,1,rainy,0.28,0,0.0,0,0.0,0,0.0,1,3.4,0,0.0,0,0.0,1,4.0
2021-08-15,6,Aug,Summer,0,25.6,85.0,1,overcast,0.49,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0,1,3.2
2021-08-16,0,Aug,Summer,0,27.4,82.0,0,sunny,0.44,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5,0,0.0,1,3.7
2021-08-17,1,Aug,Summer,0,27.0,91.0,0,rainy,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2
2021-08-18,2,Aug,Summer,0,25.7,79.0,1,sunny,0.53,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,1,3.2
2021-08-19,3,Aug,Summer,0,24.5,76.0,1,rainy,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-20,4,Aug,Summer,0,24.3,83.0,0,rainy,0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-21,5,Aug,Summer,0,24.8,73.0,1,overcast,0.73,0,0.0,1,3.3,0,0.0,1,3.6,0,0.0,0,0.0,0,0.0
2021-08-22,6,Aug,Summer,0,23.9,54.0,1,sunny,0.77,1,3.3,1,3.2,1,4.5,1,3.3,1,3.0,0,0.0,0,0.0
2021-08-23,0,Aug,Summer,0,22.0,65.0,1,rainy,0.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-24,1,Aug,Summer,0,21.7,75.0,0,sunny,0.65,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0
2021-08-25,2,Aug,Summer,0,24.0,75.0,0,overcast,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-26,3,Aug,Summer,0,26.7,76.0,0,sunny,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-27,4,Aug,Summer,0,26.4,89.0,0,rainy,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7
2021-08-28,5,Aug,Summer,0,25.7,83.0,1,rainy,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1
2021-08-29,6,Aug,Summer,0,24.0,66.0,0,overcast,0.76,0,0.0,1,3.1,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-30,0,Aug,Summer,0,23.9,79.0,1,rainy,0.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-08-31,1,Aug,Summer,0,23.5,77.0,0,overcast,0.56,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2021-09-01,2,Sep,Summer,0,23.2,69.0,0,rainy,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-02,3,Sep,Summer,0,24.1,62.0,1,overcast,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-03,4,Sep,Summer,0,25.1,41.0,0,sunny,0.78,1,3.9,1,3.1,1,4.9,0,0.0,1,3.4,0,0.0,0,0.0
2021-09-04,5,Sep,Summer,0,24.9,47.0,0,sunny,0.85,1,4.1,1,3.4,1,5.1,0,0.0,1,3.2,0,0.0,0,0.0
2021-09-05,6,Sep,Summer,0,22.6,65.0,1,overcast,0.72,0,0.0,1,3.3,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2021-09-06,0,Sep,Summer,0,20.8,60.0,1,overcast,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-07,1,Sep,Summer,0,20.2,67.0,0,overcast,0.67,0,0.0,1,3.2,1,4.5,0,0.0,1,2.8,0,0.0,0,0.0
2021-09-08,2,Sep,Summer,0,20.2,80.0,0,sunny,0.47,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5,0,0.0,1,3.2
2021-09-09,3,Sep,Summer,0,20.3,60.0,1,sunny,0.71,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0
2021-09-10,4,Sep,Summer,0,20.0,72.0,1,sunny,0.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-11,5,Sep,Summer,0,21.7,65.0,0,sunny,0.92,1,3.3,1,3.1,1,4.7,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-12,6,Sep,Summer,0,24.1,72.0,1,overcast,0.64,0,0.0,1,3.2,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2021-09-13,0,Sep,Summer,0,24.7,57.0,0,sunny,0.68,1,3.3,0,0.0,1,4.5,0,0.0,1,3.1,0,0.0,0,0.0
2021-09-14,1,Sep,Summer,0,23.0,64.0,0,sunny,0.76,1,3.1,0,0.0,1,4.5,0,0.0,1,3.4,0,0.0,0,0.0
2021-09-15,2,Sep,Summer,0,20.7,85.0,1,sunny,0.36,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,1,3.4
2021-09-16,3,Sep,Summer,0,18.9,78.0,0,overcast,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-17,4,Sep,Summer,0,17.5,50.0,0,sunny,0.84,1,3.9,0,0.0,1,4.9,0,0.0,1,3.4,0,0.0,0,0.0
2021-09-18,5,Sep,Summer,0,16.9,85.0,1,rainy,0.42,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2021-09-19,6,Sep,Summer,0,16.7,62.0,1,overcast,0.75,0,0.0,1,3.5,1,4.4,1,3.6,0,0.0,0,0.0,0,0.0
2021-09-20,0,Sep,Summer,1,18.9,71.0,1,sunny,0.65,0,0.0,1,3.3,0,0.0,1,3.4,1,3.4,0,0.0,0,0.0
2021-09-21,1,Sep,Summer,0,21.6,67.0,1,overcast,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-22,2,Sep,Summer,0,23.5,67.0,0,rainy,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-23,3,Sep,Autumn,1,22.9,74.0,0,overcast,0.69,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-24,4,Sep,Autumn,0,22.0,66.0,1,sunny,0.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-25,5,Sep,Autumn,0,21.7,69.0,0,sunny,0.8,1,3.2,1,3.1,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-26,6,Sep,Autumn,0,22.4,58.0,0,sunny,0.83,1,3.8,1,3.5,1,5.1,0,0.0,1,3.4,0,0.0,0,0.0
2021-09-27,0,Sep,Autumn,0,22.7,75.0,1,overcast,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-28,1,Sep,Autumn,0,21.4,77.0,1,overcast,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-29,2,Sep,Autumn,0,18.1,73.0,1,rainy,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-09-30,3,Sep,Autumn,0,15.0,55.0,1,overcast,0.67,0,0.0,1,3.1,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2021-10-01,4,Oct,Autumn,0,14.2,64.0,1,overcast,0.7,0,0.0,1,3.1,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2021-10-02,5,Oct,Autumn,0,14.8,48.0,0,sunny,0.82,1,3.7,0,0.0,1,4.7,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-03,6,Oct,Autumn,0,14.9,54.0,0,sunny,0.87,1,3.7,0,0.0,1,4.9,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-04,0,Oct,Autumn,0,15.2,89.0,1,overcast,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-05,1,Oct,Autumn,0,13.9,64.0,0,sunny,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-06,2,Oct,Autumn,0,12.8,64.0,0,rainy,0.61,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-07,3,Oct,Autumn,0,12.2,72.0,1,overcast,0.56,0,0.0,1,3.1,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2021-10-08,4,Oct,Autumn,0,11.8,80.0,1,overcast,0.53,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2021-10-09,5,Oct,Autumn,0,12.7,58.0,1,sunny,0.86,0,0.0,1,3.1,1,4.5,1,3.2,0,0.0,0,0.0,0,0.0
2021-10-10,6,Oct,Autumn,0,12.6,72.0,0,overcast,0.84,0,0.0,1,3.4,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-11,0,Oct,Autumn,1,14.1,74.0,0,overcast,0.69,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-12,1,Oct,Autumn,0,15.8,69.0,0,overcast,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-13,2,Oct,Autumn,0,17.2,64.0,1,sunny,0.56,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2021-10-14,3,Oct,Autumn,0,17.8,73.0,1,overcast,0.56,0,0.0,1,3.1,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2021-10-15,4,Oct,Autumn,0,17.6,69.0,0,sunny,0.83,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
2021-10-16,5,Oct,Autumn,0,17.3,65.0,0,rainy,0.79,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-17,6,Oct,Autumn,0,17.6,64.0,0,rainy,0.72,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-18,0,Oct,Autumn,0,18.7,73.0,1,overcast,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-19,1,Oct,Autumn,0,18.4,62.0,1,rainy,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-20,2,Oct,Autumn,0,17.8,57.0,0,overcast,0.62,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-21,3,Oct,Autumn,0,16.9,68.0,0,overcast,0.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-22,4,Oct,Autumn,0,16.0,58.0,0,sunny,0.82,1,3.3,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-23,5,Oct,Autumn,0,17.6,64.0,0,overcast,0.79,1,3.3,1,3.9,1,5.0,1,3.1,0,0.0,1,3.1,0,0.0
2021-10-24,6,Oct,Autumn,0,18.9,64.0,0,overcast,0.84,1,3.2,1,3.6,1,4.9,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-25,0,Oct,Autumn,0,19.7,65.0,1,rainy,0.57,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-26,1,Oct,Autumn,0,20.4,73.0,1,sunny,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-27,2,Oct,Autumn,0,20.1,56.0,0,overcast,0.68,0,0.0,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-28,3,Oct,Autumn,0,18.0,59.0,1,sunny,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-29,4,Oct,Autumn,0,16.2,45.0,1,sunny,0.72,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-30,5,Oct,Autumn,0,12.8,60.0,0,overcast,0.86,1,3.1,1,3.3,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2021-10-31,6,Oct,Autumn,0,11.3,52.0,0,overcast,0.83,1,3.5,1,3.6,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-01,0,Nov,Autumn,0,10.7,60.0,0,overcast,0.65,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-02,1,Nov,Autumn,0,12.1,64.0,1,rainy,0.56,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-03,2,Nov,Autumn,1,13.5,55.0,1,sunny,0.89,1,3.2,1,3.2,1,4.5,1,3.2,1,3.1,0,0.0,0,0.0
2021-11-04,3,Nov,Autumn,0,13.5,51.0,0,sunny,0.68,1,3.8,1,3.1,1,4.9,0,0.0,1,3.7,0,0.0,0,0.0
2021-11-05,4,Nov,Autumn,0,11.7,62.0,1,rainy,0.68,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-06,5,Nov,Autumn,0,9.0,58.0,0,sunny,0.85,1,3.5,1,3.3,1,5.0,0,0.0,1,3.0,0,0.0,0,0.0
2021-11-07,6,Nov,Autumn,0,8.3,52.0,1,overcast,0.71,0,0.0,1,3.5,1,4.5,1,3.7,0,0.0,0,0.0,0,0.0
2021-11-08,0,Nov,Autumn,0,10.4,56.0,1,sunny,0.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-09,1,Nov,Autumn,0,12.1,52.0,1,sunny,0.69,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0
2021-11-10,2,Nov,Autumn,0,12.6,54.0,0,overcast,0.69,0,0.0,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-11,3,Nov,Autumn,0,11.0,42.0,1,sunny,0.73,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2021-11-12,4,Nov,Autumn,0,9.7,59.0,1,sunny,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-13,5,Nov,Autumn,0,9.7,54.0,1,sunny,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-14,6,Nov,Autumn,0,10.7,68.0,1,rainy,0.69,0,0.0,1,3.9,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2021-11-15,0,Nov,Autumn,0,11.8,50.0,0,overcast,0.67,1,3.1,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-16,1,Nov,Autumn,0,11.3,48.0,1,sunny,0.65,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0
2021-11-17,2,Nov,Autumn,0,10.4,60.0,1,overcast,0.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-18,3,Nov,Autumn,0,8.7,49.0,1,overcast,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-19,4,Nov,Autumn,0,7.6,68.0,1,overcast,0.62,0,0.0,1,3.3,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0
2021-11-20,5,Nov,Autumn,0,8.6,62.0,1,sunny,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-21,6,Nov,Autumn,0,10.8,69.0,1,sunny,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-22,0,Nov,Autumn,0,12.7,65.0,1,rainy,0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-23,1,Nov,Autumn,1,12.4,69.0,1,overcast,0.83,0,0.0,1,3.5,0,0.0,1,3.6,0,0.0,0,0.0,0,0.0
2021-11-24,2,Nov,Autumn,0,11.0,62.0,1,rainy,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-25,3,Nov,Autumn,0,9.6,59.0,0,overcast,0.69,0,0.0,1,3.1,1,4.7,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-26,4,Nov,Autumn,0,9.9,62.0,1,rainy,0.68,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-27,5,Nov,Autumn,0,10.7,70.0,0,sunny,0.87,1,3.1,1,3.2,1,4.6,0,0.0,1,2.9,0,0.0,0,0.0
2021-11-28,6,Nov,Autumn,0,11.2,43.0,1,sunny,0.75,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-29,0,Nov,Autumn,0,11.4,65.0,1,rainy,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-11-30,1,Nov,Autumn,0,10.3,60.0,0,sunny,0.67,1,3.1,0,0.0,1,4.6,0,0.0,1,3.3,0,0.0,0,0.0
2021-12-01,2,Dec,Autumn,0,9.8,66.0,1,sunny,0.7,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0
2021-12-02,3,Dec,Autumn,0,7.8,36.0,1,sunny,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-03,4,Dec,Autumn,0,6.6,52.0,1,overcast,0.6,0,0.0,1,3.1,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2021-12-04,5,Dec,Autumn,0,6.6,52.0,1,sunny,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-05,6,Dec,Autumn,0,7.6,35.0,0,overcast,0.78,1,3.3,1,3.3,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-06,0,Dec,Autumn,0,8.0,45.0,0,sunny,0.64,1,3.4,0,0.0,1,4.6,0,0.0,1,3.6,0,0.0,0,0.0
2021-12-07,1,Dec,Autumn,0,5.1,49.0,1,sunny,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-08,2,Dec,Autumn,0,3.2,46.0,1,overcast,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-09,3,Dec,Autumn,0,2.5,28.0,0,overcast,0.55,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-10,4,Dec,Autumn,0,3.9,60.0,0,overcast,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-11,5,Dec,Autumn,0,6.4,44.0,1,overcast,0.69,0,0.0,1,3.2,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2021-12-12,6,Dec,Autumn,0,8.3,39.0,1,sunny,0.78,1,3.2,0,0.0,0,0.0,1,3.1,1,2.8,0,0.0,0,0.0
2021-12-13,0,Dec,Autumn,0,8.7,39.0,1,sunny,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-14,1,Dec,Autumn,0,8.5,48.0,0,sunny,0.61,1,3.2,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
